Municipality;Address;Building;Year_of_listing;Year_of_construction;Period;Description;Full_address;Latitude;Longitude
Silkeborg;Erik Glippingsvej 1;Fischers Hospital;1946;1778;Classicism;Hospitalsbygningen og udhuset (1778). Fredet 1946.*;Erik Glippingsvej 1, Silkeborg, Danmark;;
Silkeborg;Hovedgårdsvej 7;Silkeborg Hovedgård;1945;1770;Classicism;Hovedbygningen (1770) med sidebygning i øst samt portpiller. Fredet 1945.;Hovedgårdsvej 7, Silkeborg, Danmark;56,1690260;9,5531110
Silkeborg;Præstevangen 39;Grønbæk Præstegård;1945;1757;Classicism;Stuehuset (1757) med nyere tilbygning i øst. Fredet 1945.;Præstevangen 39, Silkeborg, Danmark;56,2750880;9,6197910
Silkeborg;Amaliegade 49;Silkeborg Vandtårn;1986;1902;Historicism;Vandtårnet (1902 af Anton Rosen). Fredet 1986.;Amaliegade 49, Silkeborg, Danmark;56,1652600;9,5496380
Silkeborg;Remstrup Å ved Sejsvej;Jernbanebroer (2 stk.) over Remstrup Å;2010;1907;Historicism;Skanderborg-Silkeborg-broen (1907-08) og Langaa-Silkeborg-broen (1907-08) med brofæster i granit. Fredet 2010;Remstrup Å ved Sejsvej, Silkeborg, Danmark;;
Silkeborg;Torvet 2 A;Silkeborg Ting- og Arresthus;1978;1857;Historicism;Ting- og arresthuset (1857 af Hans Chr. Zeltner) med senere tilbygning (1923). Fredet 1978.;Torvet 2 A, Silkeborg, Danmark;56,1692280;9,5487070
Silkeborg;Marsvinslundvej 10 A;Marsvinslund;1918;1654;Baroque and rococo;Hovedbygningen (1654, forlænget i 1700-tallet). Fredet 1918.*;Marsvinslundvej 10 A, Silkeborg, Danmark;56,3438830;9,3877930
Skanderborg;Adelgade 19;Amtsgården;1919;1804;Classicism;Forhuset (1804 af Peder Quist). Fredet 1919. *;Adelgade 19, Skanderborg, Danmark;56,0304320;9,9339170
Skanderborg;Ringklostervej 18;Ring Kloster;1981;1750;Classicism;Agerumsladen (ca. 1750-1800). Fredet 1981.*;Ringklostervej 18, Skanderborg, Danmark;56,0129630;9,9652750
Skanderborg;Slotsholmen 4, Slotsbanken;Frederik VI's Minde;1971;1842;Classicism;Monumentet (1842-45 af Bertel Thorvaldsen og G.F. Hetsch). Fredet. 1971.;Slotsholmen 4, Slotsbanken, Skanderborg, Danmark;;
Skanderborg;Adelgade 38;Skanderborg Rådhus;1978;1860;Historicism;Rådhuset med sidebygning (1860 af Hans Chr. Zeltner). Fredet 1978. *;Adelgade 38, Skanderborg, Danmark;56,0311430;9,9336830
Skanderborg;Klostervej 3;Ry Station;1992;1871;Historicism;Hovedbygningen (1871 af N.P. Holsøe, ombygget 1901 af Heinrich Wenck), det hermed sammenbyggede pakhus (1924 af K.T. Seest) og ahorntræet ved hovedbygningens nordgavl. Fredet 1992.;Klostervej 3, Skanderborg, Danmark;56,0912530;9,7585070
Skanderborg;Præstegaardsvej 1-3;Sjelle Præstegård;1980;1853;Historicism;Stuehuset i nord (1853, ombygget 1949 og 1956) samt vestlængen. Fredet 1980.*;Præstegaardsvej 1-3, Skanderborg, Danmark;;
Skanderborg;Adelgade 13;Skanderborg Præstegård;1919;1740;Baroque and rococo;Forhuset (1740 og senere). Fredet 1919.;Adelgade 13, Skanderborg, Danmark;56,0298200;9,9344640
Skanderborg;Wedelslundvej 2;Wedelslund;1945;1720;Baroque and rococo;Den trefløjede hovedbygning (ca. 1720 og 1828). Fredet 1945.;Wedelslundvej 2, Skanderborg, Danmark;56,1744340;9,9170900
Skanderborg;Oddervej 80;Dansepavillonen ved Vestermølle;2004;;;Dansepavillonen ved Vestermølle. Fredet. 2004.;Oddervej 80, Skanderborg, Danmark;56,0289820;9,9585230
Skive;Jungetgårdvej 26;Jungetgård;1918;1548;Renaissance;Den vinkelformede hovedbygning med spærremur mod sydøst (ca. 1548) og de omgivende voldgrave. Fredet 1918. Udvidet 1964.;Jungetgårdvej 26, Skive, Danmark;56,7656090;9,1075610
Skive;Kåsvej 44;Kås;1918;1635;Renaissance;Hovedbygningen (1635). Fredet 1918.;Kåsvej 44, Skive, Danmark;56,6078270;8,6992250
Skive;Stårupgårdvej 10;Stårupgård;1918;1550;Renaissance;Hovedbygningen (ca. 1550). Fredet 1918.*;Stårupgårdvej 10, Skive, Danmark;56,5863850;9,1118440
Skive;Borgen 6 A;Spøttrup;1918;1500;Medieval;Den trefløjede hovedbygning med spærremur og porttårn samt de omgående volde og grave (ca. 1500, 1579 ff.). Fredet 1918.*;Borgen 6 A, Skive, Danmark;56,6383580;8,7859790
Skive;Hejlskovvej 15;Ørslev Kloster;1918;1500;Medieval;Den trefløjede hovedbygning samt murene ved kirkens apsis (ca. 1500, ombygget i 1700-tallet) og portnerboligen (beg. af 1800-tallet). Fredet 1918. Udvidet 1985.*;Hejlskovvej 15, Skive, Danmark;56,5974410;9,2174350
Skive;Sdr;Boulevard 1A;2017;middelalder;Medieval;Gammel Skivehus. Kampestenskælderen under østfløjen (middelalder). Fredet 2017;Sdr, Skive, Danmark;56,5627967;8,7910565
Skive;Østergårdsvej 1;Salling Østergård;1918;1516;Medieval;Den firefløjede hovedbygning (vestfløj 1516, sydfløj ca. 1530-40, øst- og nordfløje ca. 1550). Fredet 1918.;Østergårdsvej 1, Skive, Danmark;56,5553870;9,0878290
Skive;Astrup Allé 1;Astrup Hovedgård;1918;1773;Classicism;Hovedbygningen (1773) og den dermed sammenbyggede toetages pavillonbygning mod øst (1786) samt, beliggende parallelt med hovedbygningen og symmetrisk på hver side af adgangsvejen til denne, de to småhuse hvert sammenbygget med hegnsmur og forbundet med en lille portbygning ud til vejen (ca. 1800). Fredet 1918. Udvidet 1964.*;Astrup Allé 1, Skive, Danmark;56,6747560;9,0944840
Skive;Eskjærvej 21;Eskjær;1918;1761;Classicism;Den trelængede hovedbygning med omgivende grave (opf. 1761 på middelalderlige kældre). Fredet 1918.*;Eskjærvej 21, Skive, Danmark;56,6940110;9,1144500
Skive;Strandetvej 49;Strandet;1918;1798;Classicism;Hovedbygningen (ældre enetages bygning ombygget i 1798). Fredet 1918.*;Strandetvej 49, Skive, Danmark;56,5734880;9,2372370
Skive;Heden 19;Ny Spøttrupgård;2011;1870;Historicism;Stuehuset med tilhørende mure mod syd og øst, stald, lade (1870-1890) samt pigstensbelægningen foran stuehuset og granitstenen ved indkørslen. Fredet 2011;Heden 19, Skive, Danmark;56,6841880;8,8161940
Skive;Jenlevej 6;Jenle;1982;1906;Historicism;Hovedbygningen med sidefløj, stald og lade (1906-1907 af Povl Baumann), den græsbevoksede gårdsplads, haveanlægget (1906 af havearkitekt G.N. Brandt), det i haveanlægget stående mindesmærke over Jeppe Aakjær (1907 af billedhugger Niels Hansen Jacobsen) og lysthuset med ildsted.Fredet 1982. Udvidet 1988 og 1992.;Jenlevej 6, Skive, Danmark;56,6652290;9,0873430
Skive;Langesgaardvej 3;Langesgaard;2005;1870;Historicism;Det fritliggende stuehus (1870 af Julius Tholle), de tre sammenbyggede avlslænger (1908-1933) omkring gårdspladsen samt porten mellem stuehuset og sydlængen. Fredet 2005.;Langesgaardvej 3, Skive, Danmark;;
Skive;Krabbesholm Allé 15;Krabbesholm;1918;1700;Baroque and rococo;Hovedbygningen (ca. 1560 af Villestrupmesteren) med de to sidefløje (1700-tallet) samt bindingsværkslængen nordwest for hovedbygningen (mellem 1755 og 1773). Fredet 1918. Udvidet 1985.*;Krabbesholm Allé 15, Skive, Danmark;56,5728880;9,0511580
Slagelse;Algade 2;Peder Reedtz' Gård, Skælskør;1918;1600;Renaissance;Forhuset (ca. 1600 og senere) og de to sammenbyggede sidehuse mod Strandgade (ndr. hus mellem 1854 og 1867, sdr. hus 1851) samt den brolagte gårdsplads. Fredet 1918. Udvidet 1986.*;Algade 2, Slagelse, Danmark;55,3708330;11,4121580
Slagelse;Borrebyvej 45-49;Borreby;1918;1598;Renaissance;Dobbeltvoldstedet med grave og broer, hovedbygningens nordfløj (1598), østfløj (1639), sydfløj (1642) og vestfløj med portgennemkørsel (1649, ombygget 1781 og 1850) og den vest derfor liggende vognportbygning og tinghuset samt laden langs nordre grav og samtlige bygninger langs søndre grav.Fredet 1918. Udvidet 1954.*;Borrebyvej 45-49, Slagelse, Danmark;55,2312430;11,2990146
Slagelse;Holsteinborgvej 130;Holsteinborg;1918;1647;Renaissance;Den firefløjede hovedbygning (nordfløjen 1598, de øvrige fløje 1639-49) og i avlsgården: portlængen mod nord med bro og flankemure (1647, genopført efter brand 1980) og den med portlængen sammenbyggede lade (1651), vestlængen (ca. 1650, ombygget 1890, genopført efter brand 1980) samt sydlængens to bygninger (1647, senere forlænget mod øst), endvidere de bevarede dele af voldgraven nord og sydvest for gården. Fredet 1918. Udvidet 1952.*;Holsteinborgvej 130, Slagelse, Danmark;55,2148270;11,4647380
Slagelse;Bredegade 7 A-D;Slagelse Hospital;1924;1500;Medieval;Hospitalets middelalderlige del (ca. 1500) og det firefløjede anlæg med tilbygning mod sydvest (nordfløj mod Bredgade 1769, forhøjet 1877 af J.D. Herholdt, østfløj 1870 af Christian Hansen, sydfløj 1848 af Jørgen Hansen Koch). Fredet 1924. Udvidet 1969, 1977.*;Bredegade 7 A-D, Slagelse, Danmark;55,4010182;11,3480628
Slagelse;Esholtevej 102 A;Kirkerup Kirkelade;1964;1450;Medieval;Kirkeladebygningen (1450-1500). Fredet 1964.;Esholtevej 102 A, Slagelse, Danmark;55,3499026;11,4919507
Slagelse;Gammelgade 4;Den gamle Latinskole, Skælskør;1918;1525;Medieval;Forhuset (ca. 1525, opr. kirkelade). Fredet 1918.;Gammelgade 4, Slagelse, Danmark;55,2536060;11,2862220
Slagelse;Rosengade 4 B;Den gamle Latinskole, Slagelse;1918;1500;Medieval;Forhuset (ca. 1500). Fredet 1918.*;Rosengade 4 B, Slagelse, Danmark;55,4036070;11,3538890
Slagelse;Vedskøllevej 4;Magleby Hospital (tidl.);1959;middelalder;Medieval;Den grundmurede bygning (middelalder, omb. 1624 og 1758). Fredet 1959.*;Vedskøllevej 4, Slagelse, Danmark;55,2327430;11,3204170
Slagelse;Algade 25 A;Kongegården;1918;1761;Classicism;Forhuset (1761). Fredet 1918.*;Algade 25 A, Slagelse, Danmark;55,3281450;11,1395690
Slagelse;Algade 27;Algade 27, Korsør;1948;1800;Classicism;Forhuset (beg. af 1800-tallet). Fredet 1948.*;Algade 27, Slagelse, Danmark;55,2539010;11,2948850
Slagelse;Bjergbygade 11;Acciseboden i Slagelse;1918;1783;Classicism;Bindingsværksbygningen (1783, formentlig af J.F. Bonier). Fredet 1918.;Bjergbygade 11, Slagelse, Danmark;55,4000220;11,3528210
Slagelse;Espevej 56;Espe;1949;1822;Classicism;Hovedbygningen (formentlig 1700-tallet, forhøjet og ombygget 1848) samt alle andre mod den store gårdsplads liggende bygninger (1822). Fredet 1949.*;Espevej 56, Slagelse, Danmark;55,2918960;11,2442070
Slagelse;Falkensteenvej 20;Falkensteen;1950;1775;Classicism;Hovedbygningen (1775) og laden med det hvælvede stråtag (1862).Fredet 1950. Udvidet 1964.*;Falkensteenvej 20, Slagelse, Danmark;55,3577080;11,3673810
Slagelse;Fladholtevej 6;Skovsgaard Mølle;1964;1820;Classicism;Vindmøllen (ca. 1820). Fredet 1964.;Fladholtevej 6, Slagelse, Danmark;55,3427460;11,4840490
Slagelse;Havnevej 1-3;Husene ved broen, Skælskør;1978;1820;Classicism;De to bindingsværkshuse (ca. 1820). Fredet 1978.*;Havnevej 1-3, Slagelse, Danmark;55,2526481;11,2904881
Slagelse;Havnevej 5;Havnevej 5, Skælskør;1988;1849;Classicism;Det toetages, grundmurede house (1849, tidl. sidehus til Algade 3B). Fredet 1988. *;Havnevej 5, Slagelse, Danmark;55,2539790;11,2920300
Slagelse;Lygtebakken 19;Halsskov Kulfyr;1959;1801;Classicism;Det ottekantede fundament med fire trapper, sokkel og jernkurv (1801 af Joseph Guione). Fredet 1959.;Lygtebakken 19, Slagelse, Danmark;55,3376540;11,1249590
Slagelse;Marsk Stigsvej 150 A og 150;Tårnholm;1949;1798;Classicism;Hovedbygningen og de foran denne liggende to bindingsværkslænger (1798). Fredet 1949.;Marsk Stigsvej 150 A og 150, Slagelse, Danmark;;
Slagelse;Nytorv 3;Nytorv 3, Skælskør;1979;1819;Classicism;Længen mod Nytorv (1819). Fredet 1979.*;Nytorv 3, Slagelse, Danmark;55,2547420;11,2973490
Slagelse;Skovvej 2 A;Acciseboden i Korsør;1918;1785;Classicism;Acciseboden (ca. 1785 eller ca. 1840). Fredet 1918.;Skovvej 2 A, Slagelse, Danmark;55,3262350;11,1416380
Slagelse;Slotsgade 53;Brænderigården;1918;1810;Classicism;Forhuset (1810). Fredet 1918.*;Slotsgade 53, Slagelse, Danmark;55,3991200;11,3590550
Slagelse;Sorterup Kirkevej 2 B;Sorterup Kirkelade (egl;1979;1800;Classicism;Fattighus). Bindingsværksbygningen (beg. af 1800-tallet). Fredet 1979.;Sorterup Kirkevej 2 B, Slagelse, Danmark;55,4492260;11,4401880
Slagelse;Store Frederikslund 1;Store Frederikslund;1918;1800;Classicism;Hovedbygningen (beg. af 1800-tallet, efter forlæg af Andreas Kirkerup). Fredet 1918.;Store Frederikslund 1, Slagelse, Danmark;55,4421700;11,4629620
Slagelse;Storebæltsvej 40;Halsskov Revhus;1968;1838;Classicism;Isbådsstationen (1838) og det hermed sammenbyggede bådehus (1884). Fredet 1968. Udvidet 1982.;Storebæltsvej 40, Slagelse, Danmark;55,3504973;11,1262464
Slagelse;Tårnborgvej 152-154 og Ørnumvej 4;Tårnborg;1950;1803;Classicism;Hovedbygningen (1803) og forpagterboligen (1843). Fredet 1950. Udvidet 1982.*;Tårnborgvej 152-154 og Ørnumvej 4, Slagelse, Danmark;;
Slagelse;Ørslevvej 240;Rützows Hus;1949;1800;Classicism;Det lerstampede house (ca. 1800). Fredet 1949.;Ørslevvej 240, Slagelse, Danmark;55,2245270;11,4310160
Slagelse;Algade 11;Den gamle Købmandsgård, Skælskør;1981;1853;Historicism;Forhuset mod Algade (før 1761, ombygget 1854) og de dermed sammenbyggede og i forlængelse af hinanden opførte tre sidebygninger (1853-54) samt tværbygningen (ca. 1775) med tilbygning (ca. 1890) og brolægningen i det forreste gårdsrum. Fredet 1981.*;Algade 11, Slagelse, Danmark;55,3270240;11,1406810
Slagelse;Algade 18;Algade 18, Korsør;1982;1860;Historicism;Forhuset (ca. 1860). Fredet 1982.*;Algade 18, Slagelse, Danmark;55,3280720;11,1399640
Slagelse;Gammeltorv 13;Skælskør tidl;2001;1896;Historicism;Rådhus. Skælskør tidl. råd-, ting- og arresthus med det tilhørende udhus, de tre indre gårde og de omsluttende mure (1896 af F.C.C. Hansen). Fredet 2001.;Gammeltorv 13, Slagelse, Danmark;55,2542380;11,2874300
Slagelse;Gl;Banegårdsplads 8-10 (tidl;1992;1906;Historicism;Banegårdspladsen 8-10). Korsør Station. Hovedbygningen og kioskbygningen (1906 af Heinrich Wenck). Fredet 1992.*;Gl, Slagelse, Danmark;55,3853563;11,2665224
Slagelse;Gyldenholmvej 8;Gyldenholm;1978;1863;Historicism;Hovedbygningen (1863-64 af J.D. Herholdt). Fredet 1978.;Gyldenholmvej 8, Slagelse, Danmark;55,3404710;11,4626600
Slagelse;Kanehøj-Møllevej 53;Kanehøj Mølle;2016;1881;Historicism;Vindmølle og maskinhus (1881). Fredet 2016;Kanehøj-Møllevej 53, Slagelse, Danmark;55,2696200;11,3256990
Slagelse;Næsbyvej 24;Ågård;1987;1850;Historicism;Den firefløjede, stråtækte gård og den brolagte gårdsplads (stuehus ca. 1850, staldlænger fra anden halvdel af 1700-tallet). Fredet 1987.*;Næsbyvej 24, Slagelse, Danmark;55,4006960;11,2586780
Slagelse;Skovvej 6;Den gamle Lægebolig, Skælskør;1992;1856;Historicism;Villaen (1856 af Gottlieb Bindesbøll) med tilhørende udhus nordøst for villaen samt det tilhørende haveanlæg skrånende ned mod kystvejen. Fredet 1992. *;Skovvej 6, Slagelse, Danmark;55,2550810;11,2871740
Slagelse;Slagelse-Hejninge vejstrækning;Englænder Jernbanebroen;1981;1853;Historicism;Den trebuede jernbanebro over vestbanen på vejstrækningen Slagelse-Hejninge, 95,822 km fra København (1853). Fredet 1981.;Slagelse-Hejninge vejstrækning, Slagelse, Danmark;;
Slagelse;Snedinge Møllevej 5;Snedinge Møllevej 5;1992;1927;Historicism;Den trelængede gård, bestående af et stuehus, to avlslænger, en forbindende mur (1927 af murermester Teisen) samt den brolagte gårdsplads. Fredet 1992 *;Snedinge Møllevej 5, Slagelse, Danmark;55,2382400;11,4255580
Slagelse;Sprogø 3;Sprogø Fyr;1987;1868;Historicism;Fyrtårnet og den dermed sammenbyggede fyrassistentbolig (1868, ommuret 1893 og 1991). Fredet 1987.;Sprogø 3, Slagelse, Danmark;55,3306780;10,9695340
Slagelse;Søndre Stationsvej 28 A;Slagelse Station;1992;1891;Historicism;Hovedbygningen (1891-92 af N.P. Holsøe). Fredet 1992.;Søndre Stationsvej 28 A, Slagelse, Danmark;;
Slagelse;Sørby Hovedgade 24;Sørbymagle Andelsmejeri (tidl.);1997;1930;Historicism;Mejeribygningen, bestyrerboligen og garagen (1930 af David Thomsen). Fredet 1997.;Sørby Hovedgade 24, Slagelse, Danmark;55,3594590;11,4400390
Slagelse;Torvet 1;Ting- og Arresthuset i Korsør;1982;1851;Historicism;Hovedbygningen med sidefløj (1851 af Frederik Ferdinand Friis). Fredet 1982. *;Torvet 1, Slagelse, Danmark;55,3295540;11,1369250
Slagelse;Valbygårdsvej 94, tidl;Valbygårdsvej 88B;1996;1853;Historicism;Valbygård. Hovedbygningen (1853-55 af L.A. Winstrup og udvidet 1884). Fredet 1996.;Valbygårdsvej 94, tidl, Slagelse, Danmark;;
Slagelse;Vestergade 1;Skælskør Dampmølle;1978;1853;Historicism;Den tidl. dampmøllebygning (1853). Fredet 1978. *;Vestergade 1, Slagelse, Danmark;55,4011630;11,3443250
Slagelse;Algade 22;Algade 22, Korsør;1949;1700;Baroque and rococo;Forhus med dertil stødende bindingsværkssidehus (første halvdel af 1700-tallet).Fredet 1949.*;Algade 22, Slagelse, Danmark;55,3285100;11,1393300
Slagelse;Algade 31;Stapels Gård, Korsør;1918;1667;Baroque and rococo;Forhuset og det dermed sammenbyggede sidehus (1667).Fredet 1918. Udvidet 1977.*;Algade 31, Slagelse, Danmark;55,3284130;11,1384910
Slagelse;Søbatteriet 7-15;Korsør Fæstning;1918;1658;Baroque and rococo;Voldene (1658), det middelalderlige tårn (1200-1400), magasinbygningen (ca. 1600) og kommandantboligen (ca. 1800). Fredet 1918.;Søbatteriet 7-15, Slagelse, Danmark;55,3343842;11,1374883
Slagelse;Vedbysøndervej 1;Rytterskolen i Vedbysønder;1982;1723;Baroque and rococo;Den stråtækte rytterskole (1723, ombygget 1870 og 1927). Fredet 1982.*;Vedbysøndervej 1, Slagelse, Danmark;55,4180170;11,4397310
Slagelse;Vestergade 10;Vestergade 10, Skælskør;1918;1670;Baroque and rococo;Forhuset (ca. 1670). Fredet 1918.*;Vestergade 10, Slagelse, Danmark;55,4008780;11,3432080
Slagelse;Ørslevvej 230;Snedinge;1918;1663;Baroque and rococo;Kostalden og laden med de to smallere sidebygninger (1663) samt den lange østlænge (antagelig 1567 og ca. 1660). Fredet 1918. Udvidet 1964.;Ørslevvej 230, Slagelse, Danmark;55,2249760;11,4264720
Solrød;Tingsryds Allé 25;Uglegårdsskolen;2015;1972-1974;Modernism;Uglegårdsskolen og haveanlægget (1972-1974 af Halldor Gunnløgsson og Jørn Nielsen) med tilbygninger, beliggende på det forhøjede areal mellem Vestre Grænsevej, Mosestien og Kærstien samt mod vest afgrænset af stien mellem skolebygningen og det åbne sports- og legeareal. Fredet 2015;Tingsryds Allé 25, Solrød, Danmark;55,5281930;12,2106570
Sønderborg;Kegnæsvej 5;Lysabild Præstegård;1950;1627;Renaissance;De tre bygninger om gårdspladsen (1627, 1826 og 1852-53). Fredet 1950.;Kegnæsvej 5, Sønderborg, Danmark;54,9035330;10,0036790
Sønderborg;Kirkeallé 4;Kirkeallé 4;1921;1641;Renaissance;Beboelseshuset (1641). Fredet 1921.;Kirkeallé 4, Sønderborg, Danmark;;
Sønderborg;Kirkegade 8;Kirkegade 8;1921;1643;Renaissance;Det otte fag dybe bindingsværksgavlhus (1643). Fredet 1921.*;Kirkegade 8, Sønderborg, Danmark;54,9109510;9,7877620
Sønderborg;Perlegade 51;Perlegade 51;1945;1640;Renaissance;Det 13 fag dybe bindingsværksgavlhus (ca. 1640, gavlen senere grundmuret) samt heltagssidehuset i gården. Fredet 1945.;Perlegade 51, Sønderborg, Danmark;54,9119600;9,7921760
Sønderborg;Perlegade 61;Perlegade 61;1921;1640;Renaissance;Det 14 fag dybe bindingsværksgavlhus og den hermed sammenbyggede portfløj mod gaden (ca. 1640, den grundmurede gadeside, der samler gavlhus og portfløj to et langhus, senere). Fredet 1921.*;Perlegade 61, Sønderborg, Danmark;54,9125060;9,7926630
Sønderborg;Sønderbro 1 A;Sønderborg Slot;1921;1500;Medieval;Det sammenbyggede, firefløjede bygningsanlæg med tårne og tårnfundamenter samt omgivende hegnsmure (ca. 1500 og 1549-57 formentlig af Hercules von Oberberg, ombygget 1720 af Wilhelm Friedrich von Platen). Fredet 1921.;Sønderbro 1 A, Sønderborg, Danmark;54,9069720;9,7843270
Sønderborg;Ahlefeldvej 5;Det Gule Palæ;1921;1800;Classicism;Palæbygningen (ca. 1800). Fredet 1921.*;Ahlefeldvej 5, Sønderborg, Danmark;54,9200290;9,5920140
Sønderborg;Ballebrovej 17;Ballegård;1950;1771;Classicism;Hovedbygningen (1771), det lille house øst derfor og bygningen syd for sidstnævnte hus. Fredet 1950.;Ballebrovej 17, Sønderborg, Danmark;54,9945160;9,6695230
Sønderborg;Bygaden 11-13;Asserballe Præstegård;1950;1834;Classicism;Stuehus (1834), staldlænge (slutn. af 1700-tallet) og vestlængen (1600-tallet og senere). Fredet 1950.;Bygaden 11-13, Sønderborg, Danmark;54,9673081;9,9523078
Sønderborg;Dalsgårdvej 22;Dalsgårdvej 22;2009;1834;Classicism;Det tidligere skipperhus (1834). Fredet 2009.;Dalsgårdvej 22, Sønderborg, Danmark;54,8945790;9,5786240
